id_tiempo,fecha,anio,mes,dia,trimestre,semana,nombre_mes,dia_semana,es_finde
20180810,2018-08-10,2018,8,10,3,32,August,Friday,0
20180811,2018-08-11,2018,8,11,3,32,August,Saturday,1
20180812,2018-08-12,2018,8,12,3,32,August,Sunday,1
20180813,2018-08-13,2018,8,13,3,33,August,Monday,0
20180814,2018-08-14,2018,8,14,3,33,August,Tuesday,0
20180815,2018-08-15,2018,8,15,3,33,August,Wednesday,0
20180816,2018-08-16,2018,8,16,3,33,August,Thursday,0
20180817,2018-08-17,2018,8,17,3,33,August,Friday,0
20180818,2018-08-18,2018,8,18,3,33,August,Saturday,1
20180820,2018-08-20,2018,8,20,3,34,August,Monday,0
20180821,2018-08-21,2018,8,21,3,34,August,Tuesday,0
20180822,2018-08-22,2018,8,22,3,34,August,Wednesday,0
20180823,2018-08-23,2018,8,23,3,34,August,Thursday,0
20180824,2018-08-24,2018,8,24,3,34,August,Friday,0
20180825,2018-08-25,2018,8,25,3,34,August,Saturday,1
20180827,2018-08-27,2018,8,27,3,35,August,Monday,0
20180828,2018-08-28,2018,8,28,3,35,August,Tuesday,0
20180829,2018-08-29,2018,8,29,3,35,August,Wednesday,0
20180830,2018-08-30,2018,8,30,3,35,August,Thursday,0
20180831,2018-08-31,2018,8,31,3,35,August,Friday,0
20180901,2018-09-01,2018,9,1,3,35,September,Saturday,1
20180903,2018-09-03,2018,9,3,3,36,September,Monday,0
20180904,2018-09-04,2018,9,4,3,36,September,Tuesday,0
20180905,2018-09-05,2018,9,5,3,36,September,Wednesday,0
20180906,2018-09-06,2018,9,6,3,36,September,Thursday,0
20180907,2018-09-07,2018,9,7,3,36,September,Friday,0
20180908,2018-09-08,2018,9,8,3,36,September,Saturday,1
20180909,2018-09-09,2018,9,9,3,36,September,Sunday,1
20180910,2018-09-10,2018,9,10,3,37,September,Monday,0
20180911,2018-09-11,2018,9,11,3,37,September,Tuesday,0
20180912,2018-09-12,2018,9,12,3,37,September,Wednesday,0
20180913,2018-09-13,2018,9,13,3,37,September,Thursday,0
20180914,2018-09-14,2018,9,14,3,37,September,Friday,0
20180915,2018-09-15,2018,9,15,3,37,September,Saturday,1
20180917,2018-09-17,2018,9,17,3,38,September,Monday,0
20180918,2018-09-18,2018,9,18,3,38,September,Tuesday,0
20180919,2018-09-19,2018,9,19,3,38,September,Wednesday,0
20180920,2018-09-20,2018,9,20,3,38,September,Thursday,0
20180921,2018-09-21,2018,9,21,3,38,September,Friday,0
20180922,2018-09-22,2018,9,22,3,38,September,Saturday,1
20180924,2018-09-24,2018,9,24,3,39,September,Monday,0
20180925,2018-09-25,2018,9,25,3,39,September,Tuesday,0
20180926,2018-09-26,2018,9,26,3,39,September,Wednesday,0
20180927,2018-09-27,2018,9,27,3,39,September,Thursday,0
20180928,2018-09-28,2018,9,28,3,39,September,Friday,0
20180929,2018-09-29,2018,9,29,3,39,September,Saturday,1
20181001,2018-10-01,2018,10,1,4,40,October,Monday,0
20181002,2018-10-02,2018,10,2,4,40,October,Tuesday,0
20181003,2018-10-03,2018,10,3,4,40,October,Wednesday,0
20181004,2018-10-04,2018,10,4,4,40,October,Thursday,0
20181005,2018-10-05,2018,10,5,4,40,October,Friday,0
20181006,2018-10-06,2018,10,6,4,40,October,Saturday,1
20181008,2018-10-08,2018,10,8,4,41,October,Monday,0
20181009,2018-10-09,2018,10,9,4,41,October,Tuesday,0
20181010,2018-10-10,2018,10,10,4,41,October,Wednesday,0
20181011,2018-10-11,2018,10,11,4,41,October,Thursday,0
20181012,2018-10-12,2018,10,12,4,41,October,Friday,0
20181013,2018-10-13,2018,10,13,4,41,October,Saturday,1
20181015,2018-10-15,2018,10,15,4,42,October,Monday,0
20181016,2018-10-16,2018,10,16,4,42,October,Tuesday,0
20181017,2018-10-17,2018,10,17,4,42,October,Wednesday,0
20181018,2018-10-18,2018,10,18,4,42,October,Thursday,0
20181019,2018-10-19,2018,10,19,4,42,October,Friday,0
20181020,2018-10-20,2018,10,20,4,42,October,Saturday,1
20181022,2018-10-22,2018,10,22,4,43,October,Monday,0
20181023,2018-10-23,2018,10,23,4,43,October,Tuesday,0
20181024,2018-10-24,2018,10,24,4,43,October,Wednesday,0
20181025,2018-10-25,2018,10,25,4,43,October,Thursday,0
20181026,2018-10-26,2018,10,26,4,43,October,Friday,0
20181027,2018-10-27,2018,10,27,4,43,October,Saturday,1
20181029,2018-10-29,2018,10,29,4,44,October,Monday,0
20181030,2018-10-30,2018,10,30,4,44,October,Tuesday,0
20181031,2018-10-31,2018,10,31,4,44,October,Wednesday,0
20181101,2018-11-01,2018,11,1,4,44,November,Thursday,0
20181102,2018-11-02,2018,11,2,4,44,November,Friday,0
20181103,2018-11-03,2018,11,3,4,44,November,Saturday,1
20181105,2018-11-05,2018,11,5,4,45,November,Monday,0
20181106,2018-11-06,2018,11,6,4,45,November,Tuesday,0
20181107,2018-11-07,2018,11,7,4,45,November,Wednesday,0
20181108,2018-11-08,2018,11,8,4,45,November,Thursday,0
20181109,2018-11-09,2018,11,9,4,45,November,Friday,0
20181110,2018-11-10,2018,11,10,4,45,November,Saturday,1
20181112,2018-11-12,2018,11,12,4,46,November,Monday,0
20181113,2018-11-13,2018,11,13,4,46,November,Tuesday,0
20181114,2018-11-14,2018,11,14,4,46,November,Wednesday,0
20181115,2018-11-15,2018,11,15,4,46,November,Thursday,0
20181116,2018-11-16,2018,11,16,4,46,November,Friday,0
20181117,2018-11-17,2018,11,17,4,46,November,Saturday,1
20181119,2018-11-19,2018,11,19,4,47,November,Monday,0
20181120,2018-11-20,2018,11,20,4,47,November,Tuesday,0
20181121,2018-11-21,2018,11,21,4,47,November,Wednesday,0
20181122,2018-11-22,2018,11,22,4,47,November,Thursday,0
20181123,2018-11-23,2018,11,23,4,47,November,Friday,0
20181124,2018-11-24,2018,11,24,4,47,November,Saturday,1
20181125,2018-11-25,2018,11,25,4,47,November,Sunday,1
20181126,2018-11-26,2018,11,26,4,48,November,Monday,0
20181127,2018-11-27,2018,11,27,4,48,November,Tuesday,0
20181128,2018-11-28,2018,11,28,4,48,November,Wednesday,0
20181129,2018-11-29,2018,11,29,4,48,November,Thursday,0
20181130,2018-11-30,2018,11,30,4,48,November,Friday,0
20181201,2018-12-01,2018,12,1,4,48,December,Saturday,1
20181203,2018-12-03,2018,12,3,4,49,December,Monday,0
20181204,2018-12-04,2018,12,4,4,49,December,Tuesday,0
20181205,2018-12-05,2018,12,5,4,49,December,Wednesday,0
20181206,2018-12-06,2018,12,6,4,49,December,Thursday,0
20181207,2018-12-07,2018,12,7,4,49,December,Friday,0
20181208,2018-12-08,2018,12,8,4,49,December,Saturday,1
20181209,2018-12-09,2018,12,9,4,49,December,Sunday,1
20181210,2018-12-10,2018,12,10,4,50,December,Monday,0
20181211,2018-12-11,2018,12,11,4,50,December,Tuesday,0
20181212,2018-12-12,2018,12,12,4,50,December,Wednesday,0
20181213,2018-12-13,2018,12,13,4,50,December,Thursday,0
20181214,2018-12-14,2018,12,14,4,50,December,Friday,0
20181215,2018-12-15,2018,12,15,4,50,December,Saturday,1
20181216,2018-12-16,2018,12,16,4,50,December,Sunday,1
20181217,2018-12-17,2018,12,17,4,51,December,Monday,0
20181218,2018-12-18,2018,12,18,4,51,December,Tuesday,0
20181219,2018-12-19,2018,12,19,4,51,December,Wednesday,0
20181220,2018-12-20,2018,12,20,4,51,December,Thursday,0
20181221,2018-12-21,2018,12,21,4,51,December,Friday,0
20181222,2018-12-22,2018,12,22,4,51,December,Saturday,1
20181224,2018-12-24,2018,12,24,4,52,December,Monday,0
20181225,2018-12-25,2018,12,25,4,52,December,Tuesday,0
20181226,2018-12-26,2018,12,26,4,52,December,Wednesday,0
20181227,2018-12-27,2018,12,27,4,52,December,Thursday,0
20181228,2018-12-28,2018,12,28,4,52,December,Friday,0
20181229,2018-12-29,2018,12,29,4,52,December,Saturday,1
20181231,2018-12-31,2018,12,31,4,1,December,Monday,0
20190101,2019-01-01,2019,1,1,1,1,January,Tuesday,0
20190102,2019-01-02,2019,1,2,1,1,January,Wednesday,0
20190103,2019-01-03,2019,1,3,1,1,January,Thursday,0
20190104,2019-01-04,2019,1,4,1,1,January,Friday,0
20190105,2019-01-05,2019,1,5,1,1,January,Saturday,1
20190106,2019-01-06,2019,1,6,1,1,January,Sunday,1
20190107,2019-01-07,2019,1,7,1,2,January,Monday,0
20190108,2019-01-08,2019,1,8,1,2,January,Tuesday,0
20190109,2019-01-09,2019,1,9,1,2,January,Wednesday,0
20190110,2019-01-10,2019,1,10,1,2,January,Thursday,0
20190111,2019-01-11,2019,1,11,1,2,January,Friday,0
20190112,2019-01-12,2019,1,12,1,2,January,Saturday,1
20190114,2019-01-14,2019,1,14,1,3,January,Monday,0
20190115,2019-01-15,2019,1,15,1,3,January,Tuesday,0
20190116,2019-01-16,2019,1,16,1,3,January,Wednesday,0
20190117,2019-01-17,2019,1,17,1,3,January,Thursday,0
20190118,2019-01-18,2019,1,18,1,3,January,Friday,0
20190119,2019-01-19,2019,1,19,1,3,January,Saturday,1
20190120,2019-01-20,2019,1,20,1,3,January,Sunday,1
20190121,2019-01-21,2019,1,21,1,4,January,Monday,0
20190122,2019-01-22,2019,1,22,1,4,January,Tuesday,0
20190123,2019-01-23,2019,1,23,1,4,January,Wednesday,0
20190124,2019-01-24,2019,1,24,1,4,January,Thursday,0
20190125,2019-01-25,2019,1,25,1,4,January,Friday,0
20190126,2019-01-26,2019,1,26,1,4,January,Saturday,1
20190128,2019-01-28,2019,1,28,1,5,January,Monday,0
20190129,2019-01-29,2019,1,29,1,5,January,Tuesday,0
20190130,2019-01-30,2019,1,30,1,5,January,Wednesday,0
20190131,2019-01-31,2019,1,31,1,5,January,Thursday,0
20190201,2019-02-01,2019,2,1,1,5,February,Friday,0
20190202,2019-02-02,2019,2,2,1,5,February,Saturday,1
20190204,2019-02-04,2019,2,4,1,6,February,Monday,0
20190205,2019-02-05,2019,2,5,1,6,February,Tuesday,0
20190206,2019-02-06,2019,2,6,1,6,February,Wednesday,0
20190207,2019-02-07,2019,2,7,1,6,February,Thursday,0
20190208,2019-02-08,2019,2,8,1,6,February,Friday,0
20190209,2019-02-09,2019,2,9,1,6,February,Saturday,1
20190211,2019-02-11,2019,2,11,1,7,February,Monday,0
20190212,2019-02-12,2019,2,12,1,7,February,Tuesday,0
20190213,2019-02-13,2019,2,13,1,7,February,Wednesday,0
20190214,2019-02-14,2019,2,14,1,7,February,Thursday,0
20190215,2019-02-15,2019,2,15,1,7,February,Friday,0
20190216,2019-02-16,2019,2,16,1,7,February,Saturday,1
20190218,2019-02-18,2019,2,18,1,8,February,Monday,0
20190219,2019-02-19,2019,2,19,1,8,February,Tuesday,0
20190220,2019-02-20,2019,2,20,1,8,February,Wednesday,0
20190221,2019-02-21,2019,2,21,1,8,February,Thursday,0
20190222,2019-02-22,2019,2,22,1,8,February,Friday,0
20190223,2019-02-23,2019,2,23,1,8,February,Saturday,1
20190225,2019-02-25,2019,2,25,1,9,February,Monday,0
20190226,2019-02-26,2019,2,26,1,9,February,Tuesday,0
20190227,2019-02-27,2019,2,27,1,9,February,Wednesday,0
20190228,2019-02-28,2019,2,28,1,9,February,Thursday,0
20190301,2019-03-01,2019,3,1,1,9,March,Friday,0
20190302,2019-03-02,2019,3,2,1,9,March,Saturday,1
20190304,2019-03-04,2019,3,4,1,10,March,Monday,0
20190305,2019-03-05,2019,3,5,1,10,March,Tuesday,0
20190306,2019-03-06,2019,3,6,1,10,March,Wednesday,0
20190307,2019-03-07,2019,3,7,1,10,March,Thursday,0
20190308,2019-03-08,2019,3,8,1,10,March,Friday,0
20190309,2019-03-09,2019,3,9,1,10,March,Saturday,1
20190311,2019-03-11,2019,3,11,1,11,March,Monday,0
20190312,2019-03-12,2019,3,12,1,11,March,Tuesday,0
20190313,2019-03-13,2019,3,13,1,11,March,Wednesday,0
20190314,2019-03-14,2019,3,14,1,11,March,Thursday,0
20190315,2019-03-15,2019,3,15,1,11,March,Friday,0
20190316,2019-03-16,2019,3,16,1,11,March,Saturday,1
20190317,2019-03-17,2019,3,17,1,11,March,Sunday,1
20190318,2019-03-18,2019,3,18,1,12,March,Monday,0
20190319,2019-03-19,2019,3,19,1,12,March,Tuesday,0
20190320,2019-03-20,2019,3,20,1,12,March,Wednesday,0
20190321,2019-03-21,2019,3,21,1,12,March,Thursday,0
20190322,2019-03-22,2019,3,22,1,12,March,Friday,0
20190323,2019-03-23,2019,3,23,1,12,March,Saturday,1
20190325,2019-03-25,2019,3,25,1,13,March,Monday,0
20190326,2019-03-26,2019,3,26,1,13,March,Tuesday,0
20190327,2019-03-27,2019,3,27,1,13,March,Wednesday,0
20190328,2019-03-28,2019,3,28,1,13,March,Thursday,0
20190329,2019-03-29,2019,3,29,1,13,March,Friday,0
20190330,2019-03-30,2019,3,30,1,13,March,Saturday,1
20190401,2019-04-01,2019,4,1,2,14,April,Monday,0
20190402,2019-04-02,2019,4,2,2,14,April,Tuesday,0
20190403,2019-04-03,2019,4,3,2,14,April,Wednesday,0
20190404,2019-04-04,2019,4,4,2,14,April,Thursday,0
20190405,2019-04-05,2019,4,5,2,14,April,Friday,0
20190406,2019-04-06,2019,4,6,2,14,April,Saturday,1
20190407,2019-04-07,2019,4,7,2,14,April,Sunday,1
20190408,2019-04-08,2019,4,8,2,15,April,Monday,0
20190409,2019-04-09,2019,4,9,2,15,April,Tuesday,0
20190410,2019-04-10,2019,4,10,2,15,April,Wednesday,0
20190411,2019-04-11,2019,4,11,2,15,April,Thursday,0
20190412,2019-04-12,2019,4,12,2,15,April,Friday,0
20190413,2019-04-13,2019,4,13,2,15,April,Saturday,1
20190415,2019-04-15,2019,4,15,2,16,April,Monday,0
20190416,2019-04-16,2019,4,16,2,16,April,Tuesday,0
20190417,2019-04-17,2019,4,17,2,16,April,Wednesday,0
20190418,2019-04-18,2019,4,18,2,16,April,Thursday,0
20190419,2019-04-19,2019,4,19,2,16,April,Friday,0
20190420,2019-04-20,2019,4,20,2,16,April,Saturday,1
20190422,2019-04-22,2019,4,22,2,17,April,Monday,0
20190423,2019-04-23,2019,4,23,2,17,April,Tuesday,0
20190424,2019-04-24,2019,4,24,2,17,April,Wednesday,0
20190425,2019-04-25,2019,4,25,2,17,April,Thursday,0
20190426,2019-04-26,2019,4,26,2,17,April,Friday,0
20190427,2019-04-27,2019,4,27,2,17,April,Saturday,1
20190429,2019-04-29,2019,4,29,2,18,April,Monday,0
20190430,2019-04-30,2019,4,30,2,18,April,Tuesday,0
20190501,2019-05-01,2019,5,1,2,18,May,Wednesday,0
20190502,2019-05-02,2019,5,2,2,18,May,Thursday,0
20190503,2019-05-03,2019,5,3,2,18,May,Friday,0
20190504,2019-05-04,2019,5,4,2,18,May,Saturday,1
20190505,2019-05-05,2019,5,5,2,18,May,Sunday,1
20190506,2019-05-06,2019,5,6,2,19,May,Monday,0
20190507,2019-05-07,2019,5,7,2,19,May,Tuesday,0
20190508,2019-05-08,2019,5,8,2,19,May,Wednesday,0
20190509,2019-05-09,2019,5,9,2,19,May,Thursday,0
20190510,2019-05-10,2019,5,10,2,19,May,Friday,0
20190511,2019-05-11,2019,5,11,2,19,May,Saturday,1
20190513,2019-05-13,2019,5,13,2,20,May,Monday,0
20190514,2019-05-14,2019,5,14,2,20,May,Tuesday,0
20190515,2019-05-15,2019,5,15,2,20,May,Wednesday,0
20190516,2019-05-16,2019,5,16,2,20,May,Thursday,0
